,Date-Monthly,precip,mintemp,maxtemp,DAP,Urea,Rural population,Total Population - Both sexes,Total Population - Female,Total Population - Male,Urban population,Average dietary energy supply adequacy (percent) (3-year average),Political stability and absence of violence/terrorism (index),Agricultural land (1000 ha),Arable land (1000 ha),Country area (1000 ha),Cropland (1000 ha),Forest land (1000 ha),Land area (1000 ha),Land under permanent crops (1000 ha),Other naturally regenerated forest (1000 ha),Planted Forest (1000 ha),Primary Forest (1000 ha),price
38,Mar-13,12.858272,11.565603999999999,26.976,0.9722436561652594,0.8730351198218657,33536.31825,45225.8525,22764.56875,22461.288,10995.47575,98.0,-1.2075,27655.0,5825.0,58037.0,6355.0,4330.65,56914.0,530.0,4122.8,207.85,0.0,0.81
39,Apr-13,19.519939,11.9513645,23.787666,0.989880729292974,0.7716219493375075,33595.10916666666,45323.895333333334,22813.7755,22510.124333333333,11035.036499999998,98.0,-1.1949999999999998,27646.666666666668,5816.666666666667,58037.0,6346.666666666667,4333.7,56914.0,530.0,4125.400000000001,208.29999999999998,0.0,0.83
40,May-13,6.2337245999999995,12.542896,25.403812,0.989880729292974,0.8697281686104191,33653.900083333334,45421.93816666667,22862.982249999997,22558.960666666666,11074.597249999999,98.0,-1.1824999999999999,27638.333333333332,5808.333333333333,58037.0,6338.333333333333,4336.75,56914.0,530.0,4128.0,208.75,0.0,0.84
41,Jun-13,5.455129599999999,10.046615,23.570469,0.989880729292974,0.8697281686104191,33712.691,45519.981,22912.189,22607.797,11114.158,98.0,-1.17,27630.0,5800.0,58037.0,6330.0,4339.8,56914.0,530.0,4130.6,209.2,0.0,0.7749999999999999
42,Jul-13,6.4167950000000005,10.979405999999999,24.19895,0.9402764611212768,0.7705196322670254,33771.353083333335,45618.3205,22961.546833333334,22656.778916666666,11155.279333333332,98.08333333333333,-1.1791666666666667,27630.0,5800.0,58037.0,6330.0,4342.85,56914.0,530.0,4133.200000000001,209.64999999999998,0.0,0.71
43,Aug-13,11.975343,10.918344,23.487667000000002,0.918230119711634,0.7396547542935251,33830.015166666664,45716.66,23010.904666666665,22705.760833333334,11196.400666666666,98.16666666666667,-1.1883333333333332,27630.0,5800.0,58037.0,6330.0,4345.9,56914.0,530.0,4135.8,210.1,0.0,0.67
44,Sep-13,10.410094,10.758573,25.412842,0.9215370709230803,0.8454771930598117,33888.67725,45814.9995,23060.262499999997,22754.742749999998,11237.521999999999,98.25,-1.1975,27630.0,5800.0,58037.0,6330.0,4348.95,56914.0,530.0,4138.400000000001,210.54999999999998,0.0,0.79
45,Oct-13,4.5888294,11.169853999999999,26.138762,0.9601181683899558,0.7396547542935251,33947.33933333333,45913.339,23109.620333333332,22803.724666666665,11278.643333333333,98.33333333333333,-1.2066666666666666,27630.0,5800.0,58037.0,6330.0,4352.0,56914.0,530.0,4141.0,211.0,0.0,0.79
46,Nov-13,6.449795,11.534428,25.474749,0.9138208514297051,0.7837474371128111,34006.001416666666,46011.6785,23158.978166666668,22852.706583333333,11319.764666666666,98.41666666666667,-1.2158333333333333,27630.0,5800.0,58037.0,6330.0,4355.05,56914.0,530.0,4143.6,211.45,0.0,0.74
47,Dec-13,9.762395999999999,11.359717999999999,24.801083,0.9314579245574196,0.7594964615622037,34064.663499999995,46110.018,23208.336,22901.6885,11360.885999999999,98.5,-1.225,27630.0,5800.0,58037.0,6330.0,4358.1,56914.0,530.0,4146.200000000001,211.89999999999998,0.0,0.74
