,Date-Monthly,precip,mintemp,maxtemp,DAP,Urea,Rural population,Total Population - Both sexes,Total Population - Female,Total Population - Male,Urban population,Average dietary energy supply adequacy (percent) (3-year average),Political stability and absence of violence/terrorism (index),Agricultural land (1000 ha),Arable land (1000 ha),Country area (1000 ha),Cropland (1000 ha),Forest land (1000 ha),Land area (1000 ha),Land under permanent crops (1000 ha),Other naturally regenerated forest (1000 ha),Planted Forest (1000 ha),Primary Forest (1000 ha),price
63,Apr-15,21.566325,22.600033,31.635538,0.8869518728367028,0.6777872087127141,36719.301999999996,51228.954333333335,25660.0755,25568.88333333333,16886.473666666665,109.66666666666667,-0.44999999999999996,39650.0,13500.0,94730.0,15650.0,46122.0,88580.0,2150.0,45833.666666666664,288.3333333333333,0.0,1.16
64,May-15,36.24986,22.282482,30.17882,0.8790978637095175,0.6685553032474261,36782.023,51355.793666666665,25723.28775,25632.510666666665,16960.843333333334,109.83333333333333,-0.435,39650.0,13500.0,94730.0,15650.0,46091.0,88580.0,2150.0,45801.833333333336,289.1666666666667,0.0,1.04
65,Jun-15,0.5185037,21.247118,30.248384,0.8712438545823321,0.659323397782138,36844.744,51482.633,25786.5,25696.138,17035.213,110.0,-0.42,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.99
66,Jul-15,1.0934144,20.596666,29.89408,0.8633898454551467,0.6500914923168499,36907.99575,51613.18275,25851.41875,25761.768666666667,17112.981583333334,110.0,-0.42166666666666663,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.98
67,Aug-15,2.2135832,20.462847,29.880175,0.8555358363279615,0.640859586851562,36971.2475,51743.7325,25916.3375,25827.39933333333,17190.750166666665,110.0,-0.42333333333333334,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.95
68,Sep-15,2.7776978000000003,20.619099,31.203870000000002,0.8476818272007761,0.6316276813862739,37034.49925,51874.282250000004,25981.25625,25893.03,17268.51875,110.0,-0.425,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.93
69,Oct-15,2.9406934999999996,21.582188000000002,31.897115999999997,0.8410679247778832,0.6250137789633811,37097.751,52004.832,26046.175,25958.660666666667,17346.287333333334,110.0,-0.42666666666666664,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.93
70,Nov-15,15.358185,22.492117,32.205315,0.8057937785224543,0.6183998765404881,37161.00275,52135.38175,26111.09375,26024.29133333333,17424.055916666668,110.0,-0.42833333333333334,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.93
71,Dec-15,6.8517790000000005,25.450764000000003,32.71042,0.7881567053947398,0.638241583809167,37224.254499999995,52265.931500000006,26176.0125,26089.922,17501.824500000002,110.0,-0.43,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,1.02
72,Jan-16,10.1837425,25.510157,32.187290000000004,0.668004144712185,0.5280098767609516,37287.50625,52396.481250000004,26240.93125,26155.552666666666,17579.593083333333,110.0,-0.43166666666666664,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.96
73,Feb-16,8.6939354,25.713870999999997,32.92804,0.7661103639850967,0.6448554862320598,37350.758,52527.031,26305.850000000002,26221.18333333333,17657.361666666668,110.0,-0.43333333333333335,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.94
74,Mar-16,5.1686897,25.019095999999998,33.154945,0.7330408518706321,0.5820234132145771,37414.00975,52657.58075,26370.768750000003,26286.814,17735.130250000002,110.0,-0.435,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.97
75,Apr-16,42.97539,24.539097,31.007414,0.8212262175092044,0.6051720716947023,37477.2615,52788.1305,26435.6875,26352.444666666666,17812.898833333333,110.0,-0.43666666666666665,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.97
76,May-16,15.369856000000002,22.066856,30.330381,0.7021759738971318,0.5423399986772195,37540.513249999996,52918.680250000005,26500.60625,26418.07533333333,17890.667416666667,110.0,-0.43833333333333335,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.83
77,Jun-16,4.4062266999999995,20.559620000000002,29.84422,0.7473709737869001,0.5710002425097556,37603.765,53049.23,26565.525,26483.706,17968.436,110.0,-0.44,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.78
78,Jul-16,1.6023923999999998,20.397188,29.858140000000002,0.7010736568266497,0.6459578033025419,37667.38383333333,53183.489083333334,26632.183333333334,26551.307166666666,18049.635333333335,110.0,-0.45,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.83
79,Aug-16,0.9283372,20.253994,29.755173,0.7308362177296678,0.6305253643157919,37731.00266666667,53317.74816666667,26698.841666666667,26618.908333333333,18130.83466666667,110.0,-0.46,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.83
80,Sep-16,3.3472316999999996,19.747221,30.319496,0.7190499044375894,0.6162800360203302,37794.6215,53452.00725,26765.5,26686.5095,18212.034,110.0,-0.47000000000000003,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.83
81,Oct-16,4.037242,20.769688000000002,31.401283000000003,0.707263591145511,0.6020347077248686,37858.240333333335,53586.26633333334,26832.158333333333,26754.110666666664,18293.233333333334,110.0,-0.48000000000000004,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.83
82,Nov-16,12.159408,22.679617,32.292815999999995,0.6954772778534326,0.5877893794294069,37921.85916666667,53720.52541666667,26898.816666666666,26821.71183333333,18374.432666666668,110.0,-0.49,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.83
83,Dec-16,9.295914999999999,24.562222,33.026043,0.6836909645613541,0.5735440511339451,37985.478,53854.78450000001,26965.475,26889.313,18455.632,110.0,-0.5,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.87
84,Jan-17,1.20610485,24.954948,33.183643,0.6719046512692758,0.5592987228384835,38049.09683333333,53989.04358333334,27032.133333333335,26956.914166666666,18536.831333333335,110.0,-0.51,39650.0,13500.0,94730.0,15650.0,46060.0,88580.0,2150.0,45770.0,290.0,0.0,0.81
