,Date-Monthly,precip,mintemp,maxtemp,DAP,Urea,Rural population,Total Population - Both sexes,Total Population - Female,Total Population - Male,Urban population,Average dietary energy supply adequacy (percent) (3-year average),Political stability and absence of violence/terrorism (index),Agricultural land (1000 ha),Arable land (1000 ha),Country area (1000 ha),Cropland (1000 ha),Forest land (1000 ha),Land area (1000 ha),Land under permanent crops (1000 ha),Other naturally regenerated forest (1000 ha),Planted Forest (1000 ha),Primary Forest (1000 ha),price
30,Jul-12,2.6368807,12.395373,25.133952999999998,1.1111356070460108,0.8708304856809013,8980.022083333333,10571.495083333333,5385.695166666667,5185.7953333333335,1831.85575,109.75,-0.22,1817.9608333333333,1153.3775,2634.0,1403.3775,460.1666666666667,2467.0,250.0,55.0,398.1666666666667,7.0,0.5116666666666667
31,Aug-12,5.9510567000000005,13.400089999999999,25.660414000000003,1.1023170704821534,0.868625851539937,8999.106166666666,10593.317166666668,5396.647333333333,5196.665666666667,1835.7965,109.5,-0.21000000000000002,1820.1916666666666,1156.025,2634.0,1406.025,460.73333333333335,2467.0,250.0,55.0,398.73333333333335,7.0,0.5233333333333333
32,Sep-12,12.461435,12.971894,25.227398,1.0958409576930708,0.8694525893427986,9018.19025,10615.13925,5407.5995,5207.536,1839.73725,109.25,-0.2,1822.4225000000001,1158.6725000000001,2634.0,1408.6725000000001,461.3,2467.0,250.0,55.0,399.3,7.0,0.5349999999999999
33,Oct-12,14.22248,13.602533,24.793509,1.089364844903988,0.8702793271456603,9037.274333333333,10636.961333333335,5418.551666666667,5218.406333333334,1843.6779999999999,109.0,-0.19,1824.6533333333334,1161.32,2634.0,1411.32,461.8666666666667,2467.0,250.0,55.0,399.8666666666667,7.0,0.5466666666666666
34,Nov-12,16.666568,13.246315,23.918903,1.0828887321149054,0.8711060649485218,9056.358416666666,10658.783416666667,5429.503833333333,5229.276666666668,1847.6187499999999,108.75,-0.18,1826.8841666666667,1163.9675,2634.0,1413.9675,462.43333333333334,2467.0,250.0,55.0,400.43333333333334,7.0,0.5583333333333333
35,Dec-12,11.1339935,12.29458,23.450203,1.076412619325823,0.8719328027513835,9075.442500000001,10680.605500000001,5440.456,5240.147000000001,1851.5594999999998,108.5,-0.17,1829.115,1166.615,2634.0,1416.615,463.0,2467.0,250.0,55.0,401.0,7.0,0.57
36,Jan-13,8.632635,13.918204999999999,25.136055,1.0699365065367403,0.8727595405542451,9094.526583333334,10702.427583333334,5451.408166666667,5251.017333333334,1855.50025,108.25,-0.16,1831.3458333333333,1169.2625,2634.0,1419.2625,463.56666666666666,2467.0,250.0,55.0,401.56666666666666,7.0,0.45
37,Feb-13,11.280742,13.262196,24.846724,1.0634603937476577,0.8735862783571067,9113.610666666667,10724.249666666667,5462.360333333333,5261.887666666667,1859.441,108.0,-0.15000000000000002,1833.5766666666666,1171.91,2634.0,1421.91,464.1333333333333,2467.0,250.0,55.0,402.1333333333333,7.0,0.48
38,Mar-13,15.664793,13.884362,24.133526,1.056984280958575,0.8744130161599684,9132.69475,10746.071750000001,5473.3125,5272.758000000002,1863.38175,107.75,-0.14,1835.8075,1174.5575,2634.0,1424.5575,464.7,2467.0,250.0,55.0,402.7,7.0,0.49
39,Apr-13,18.391232,12.418532,21.61211,1.0505081681694923,0.8752397539628299,9151.778833333334,10767.893833333334,5484.264666666667,5283.628333333335,1867.3225,107.5,-0.13,1838.0383333333334,1177.205,2634.0,1427.205,465.26666666666665,2467.0,250.0,55.0,403.26666666666665,7.0,0.57
